customer_id,customer_name,age,gender,location,segment
239,Customer_239,24,Male,Chennai,New
240,Customer_240,33,Male,Mumbai,Loyal
241,Customer_241,43,Male,Chennai,Regular
242,Customer_242,19,Male,Hyderabad,High-Value
243,Customer_243,18,Female,Hyderabad,High-Value
244,Customer_244,29,Male,Bangalore,New
245,Customer_245,22,Female,Pune,Regular
246,Customer_246,54,Female,Chennai,High-Value
247,Customer_247,49,Female,Chennai,Loyal
248,Customer_248,26,Male,Delhi,New
249,Customer_249,58,Female,Mumbai,Loyal
250,Customer_250,52,Male,Pune,New
251,Customer_251,36,Male,Bangalore,High-Value
252,Customer_252,33,Male,Pune,New
253,Customer_253,20,Male,Chennai,Regular
254,Customer_254,37,Male,Delhi,Loyal
255,Customer_255,41,Female,Mumbai,Regular
256,Customer_256,50,Female,Bangalore,Loyal
257,Customer_257,41,Male,Pune,Loyal
258,Customer_258,28,Female,Bangalore,New
259,Customer_259,25,Male,Chennai,High-Value
260,Customer_260,53,Female,Bangalore,High-Value
261,Customer_261,55,Female,Delhi,Regular
262,Customer_262,57,Female,Bangalore,New
263,Customer_263,37,Female,Hyderabad,High-Value
264,Customer_264,52,Female,Delhi,Loyal
265,Customer_265,42,Male,Pune,Loyal
266,Customer_266,52,Male,Mumbai,New
267,Customer_267,42,Female,Mumbai,Regular
268,Customer_268,46,Male,Chennai,New
269,Customer_269,35,Female,Chennai,Regular
270,Customer_270,35,Male,Hyderabad,New
271,Customer_271,19,Female,Pune,Loyal
272,Customer_272,52,Female,Mumbai,New
273,Customer_273,33,Female,Mumbai,High-Value
274,Customer_274,58,Male,Mumbai,High-Value
275,Customer_275,53,Male,Mumbai,New
276,Customer_276,50,Female,Bangalore,Regular
277,Customer_277,21,Female,Pune,Regular
278,Customer_278,50,Male,Delhi,Loyal
279,Customer_279,31,Male,Delhi,Loyal
280,Customer_280,38,Male,Hyderabad,Regular
281,Customer_281,37,Male,Bangalore,New
282,Customer_282,25,Male,Mumbai,Loyal
283,Customer_283,24,Female,Mumbai,Regular
284,Customer_284,20,Male,Chennai,Regular
285,Customer_285,34,Female,Chennai,New
286,Customer_286,50,Female,Hyderabad,High-Value
287,Customer_287,29,Male,Mumbai,Regular
288,Customer_288,39,Male,Hyderabad,Loyal
289,Customer_289,39,Female,Bangalore,New
290,Customer_290,47,Male,Delhi,New
291,Customer_291,55,Female,Mumbai,New
292,Customer_292,55,Male,Pune,High-Value
293,Customer_293,25,Male,Bangalore,High-Value
294,Customer_294,44,Male,Mumbai,Loyal
295,Customer_295,44,Female,Pune,Loyal
296,Customer_296,51,Male,Chennai,New
297,Customer_297,38,Female,Hyderabad,Loyal
298,Customer_298,47,Male,Chennai,Regular
299,Customer_299,50,Female,Delhi,High-Value
300,Customer_300,45,Male,Chennai,New
301,Customer_301,50,Female,Mumbai,New
302,Customer_302,22,Female,Pune,Regular
303,Customer_303,36,Female,Chennai,Regular
304,Customer_304,21,Female,Mumbai,Regular
305,Customer_305,52,Female,Delhi,Regular
306,Customer_306,34,Female,Pune,New
307,Customer_307,45,Male,Chennai,High-Value
308,Customer_308,47,Female,Hyderabad,High-Value
309,Customer_309,46,Female,Hyderabad,Regular
310,Customer_310,23,Female,Pune,Loyal
311,Customer_311,52,Male,Hyderabad,New
312,Customer_312,58,Male,Chennai,High-Value
313,Customer_313,54,Male,Chennai,Regular
314,Customer_314,41,Female,Pune,Loyal
315,Customer_315,46,Male,Chennai,Loyal
316,Customer_316,48,Male,Mumbai,Regular
317,Customer_317,52,Female,Delhi,New
318,Customer_318,50,Female,Hyderabad,High-Value
319,Customer_319,38,Male,Mumbai,Loyal
320,Customer_320,49,Female,Pune,High-Value
321,Customer_321,40,Female,Hyderabad,High-Value
322,Customer_322,50,Female,Mumbai,Loyal
323,Customer_323,20,Female,Chennai,Regular
324,Customer_324,35,Male,Pune,Loyal
325,Customer_325,42,Female,Pune,Loyal
326,Customer_326,59,Male,Hyderabad,New
327,Customer_327,48,Male,Chennai,High-Value
328,Customer_328,20,Male,Hyderabad,Regular
329,Customer_329,57,Male,Bangalore,High-Value
330,Customer_330,41,Female,Mumbai,Loyal
331,Customer_331,49,Female,Bangalore,Regular
332,Customer_332,39,Female,Mumbai,Regular
333,Customer_333,40,Male,Delhi,Regular
334,Customer_334,19,Male,Pune,Regular
335,Customer_335,44,Male,Hyderabad,New
336,Customer_336,59,Female,Delhi,Regular
337,Customer_337,19,Male,Delhi,Loyal
338,Customer_338,43,Female,Pune,New
339,Customer_339,34,Female,Pune,Loyal
340,Customer_340,57,Female,Mumbai,Loyal
341,Customer_341,50,Female,Bangalore,High-Value
342,Customer_342,26,Male,Chennai,Regular
343,Customer_343,56,Female,Mumbai,Regular
344,Customer_344,46,Male,Chennai,Loyal
345,Customer_345,59,Female,Delhi,Regular
346,Customer_346,43,Male,Chennai,New
347,Customer_347,52,Male,Bangalore,High-Value
348,Customer_348,42,Female,Mumbai,Regular
349,Customer_349,41,Female,Pune,Regular
350,Customer_350,30,Female,Bangalore,New
351,Customer_351,24,Male,Bangalore,High-Value
352,Customer_352,53,Female,Mumbai,New
353,Customer_353,37,Female,Pune,Loyal
354,Customer_354,18,Male,Bangalore,Loyal
355,Customer_355,25,Female,Pune,Regular
356,Customer_356,33,Male,Hyderabad,High-Value
357,Customer_357,31,Female,Hyderabad,Loyal
358,Customer_358,29,Male,Hyderabad,New
359,Customer_359,40,Male,Chennai,Loyal
360,Customer_360,32,Female,Bangalore,Loyal
361,Customer_361,45,Male,Mumbai,New
362,Customer_362,51,Female,Mumbai,Regular
363,Customer_363,19,Female,Chennai,High-Value
364,Customer_364,49,Male,Mumbai,Regular
365,Customer_365,40,Female,Hyderabad,New
366,Customer_366,39,Male,Bangalore,Loyal
367,Customer_367,42,Male,Mumbai,High-Value
368,Customer_368,39,Male,Mumbai,Regular
369,Customer_369,39,Male,Delhi,New
370,Customer_370,59,Male,Delhi,Loyal
371,Customer_371,23,Male,Delhi,Loyal
372,Customer_372,32,Male,Bangalore,Regular
373,Customer_373,54,Male,Hyderabad,New
374,Customer_374,50,Female,Pune,Loyal
375,Customer_375,25,Female,Hyderabad,Loyal
376,Customer_376,22,Male,Hyderabad,High-Value
377,Customer_377,56,Female,Bangalore,Loyal
378,Customer_378,21,Female,Bangalore,Regular
379,Customer_379,23,Female,Delhi,New
380,Customer_380,49,Female,Mumbai,New
381,Customer_381,47,Female,Chennai,High-Value
382,Customer_382,52,Female,Chennai,New
383,Customer_383,57,Male,Pune,Regular
384,Customer_384,33,Female,Mumbai,Loyal
385,Customer_385,30,Female,Pune,High-Value
386,Customer_386,59,Female,Delhi,New
387,Customer_387,47,Female,Pune,High-Value
388,Customer_388,36,Male,Mumbai,High-Value
389,Customer_389,34,Male,Mumbai,New
390,Customer_390,36,Male,Chennai,High-Value
391,Customer_391,45,Male,Delhi,New
392,Customer_392,43,Female,Bangalore,Regular
393,Customer_393,54,Male,Pune,New
394,Customer_394,43,Male,Chennai,Loyal
395,Customer_395,40,Male,Pune,New
396,Customer_396,26,Male,Pune,Loyal
397,Customer_397,29,Female,Bangalore,High-Value
398,Customer_398,18,Male,Delhi,New
399,Customer_399,18,Female,Mumbai,Loyal
400,Customer_400,51,Male,Hyderabad,New
401,Customer_401,49,Female,Pune,New
402,Customer_402,42,Female,Hyderabad,New
403,Customer_403,57,Male,Delhi,Regular
404,Customer_404,18,Male,Hyderabad,Loyal
405,Customer_405,33,Male,Pune,Regular
406,Customer_406,56,Male,Bangalore,Regular
407,Customer_407,22,Female,Hyderabad,Loyal
408,Customer_408,39,Female,Delhi,New
409,Customer_409,46,Male,Delhi,Regular
410,Customer_410,20,Male,Bangalore,Regular
411,Customer_411,29,Female,Hyderabad,Regular
412,Customer_412,43,Male,Hyderabad,New
413,Customer_413,33,Female,Mumbai,Regular
414,Customer_414,54,Male,Chennai,High-Value
415,Customer_415,39,Female,Delhi,Loyal
416,Customer_416,46,Female,Mumbai,High-Value
417,Customer_417,31,Female,Delhi,New
418,Customer_418,45,Female,Mumbai,Regular
419,Customer_419,22,Female,Chennai,Loyal
420,Customer_420,47,Male,Mumbai,Regular
421,Customer_421,22,Female,Delhi,New
422,Customer_422,29,Male,Hyderabad,Loyal
423,Customer_423,33,Female,Delhi,High-Value
424,Customer_424,43,Female,Pune,Loyal
425,Customer_425,43,Male,Bangalore,Regular
426,Customer_426,38,Male,Bangalore,Loyal
427,Customer_427,56,Male,Pune,New
428,Customer_428,53,Male,Bangalore,New
429,Customer_429,50,Female,Bangalore,Loyal
430,Customer_430,47,Male,Chennai,New
431,Customer_431,54,Female,Hyderabad,New
432,Customer_432,40,Male,Hyderabad,New
433,Customer_433,27,Male,Delhi,High-Value
434,Customer_434,22,Female,Pune,Regular
435,Customer_435,53,Female,Mumbai,New
436,Customer_436,51,Male,Delhi,Loyal
437,Customer_437,48,Female,Delhi,New
438,Customer_438,27,Female,Delhi,High-Value
439,Customer_439,36,Female,Delhi,Loyal
440,Customer_440,49,Female,Hyderabad,Regular
441,Customer_441,18,Female,Mumbai,Loyal
442,Customer_442,22,Female,Delhi,Loyal
443,Customer_443,21,Female,Hyderabad,Loyal
444,Customer_444,33,Female,Delhi,Loyal
445,Customer_445,41,Male,Bangalore,New
446,Customer_446,33,Female,Delhi,Regular
447,Customer_447,19,Male,Pune,New
448,Customer_448,45,Female,Pune,High-Value
449,Customer_449,49,Female,Delhi,High-Value
450,Customer_450,44,Female,Chennai,Loyal
451,Customer_451,37,Female,Bangalore,New
452,Customer_452,41,Male,Mumbai,New
453,Customer_453,29,Male,Delhi,Regular
454,Customer_454,52,Female,Mumbai,Regular
455,Customer_455,50,Male,Bangalore,Regular
456,Customer_456,50,Female,Delhi,New
457,Customer_457,54,Female,Chennai,Regular
458,Customer_458,29,Male,Hyderabad,Regular
459,Customer_459,20,Male,Chennai,Regular
460,Customer_460,18,Female,Chennai,Loyal
461,Customer_461,50,Female,Hyderabad,High-Value
462,Customer_462,57,Male,Hyderabad,High-Value
463,Customer_463,27,Female,Pune,New
464,Customer_464,46,Male,Hyderabad,New
465,Customer_465,30,Female,Delhi,Loyal
466,Customer_466,29,Female,Mumbai,High-Value
467,Customer_467,48,Male,Pune,Regular
468,Customer_468,19,Male,Pune,Regular
469,Customer_469,52,Male,Mumbai,New
470,Customer_470,40,Female,Pune,High-Value
471,Customer_471,34,Female,Hyderabad,New
472,Customer_472,43,Female,Chennai,New
473,Customer_473,25,Female,Bangalore,Regular
474,Customer_474,46,Male,Hyderabad,Regular
475,Customer_475,43,Female,Chennai,High-Value
476,Customer_476,27,Female,Chennai,New
477,Customer_477,43,Female,Pune,Loyal
478,Customer_478,51,Male,Delhi,High-Value
479,Customer_479,58,Female,Delhi,New
480,Customer_480,24,Female,Pune,High-Value
481,Customer_481,21,Male,Pune,High-Value
482,Customer_482,28,Female,Mumbai,High-Value
483,Customer_483,46,Female,Mumbai,Loyal
484,Customer_484,53,Male,Bangalore,Loyal
485,Customer_485,42,Female,Bangalore,Regular
486,Customer_486,38,Female,Bangalore,Regular
487,Customer_487,53,Female,Bangalore,New
488,Customer_488,27,Male,Chennai,High-Value
489,Customer_489,54,Female,Chennai,New
490,Customer_490,26,Female,Mumbai,Regular
491,Customer_491,41,Male,Delhi,Loyal
492,Customer_492,52,Male,Pune,Regular
493,Customer_493,52,Female,Delhi,New
494,Customer_494,53,Female,Hyderabad,Regular
495,Customer_495,35,Female,Chennai,New
496,Customer_496,56,Female,Bangalore,New
497,Customer_497,49,Male,Bangalore,New
498,Customer_498,41,Female,Hyderabad,New
499,Customer_499,40,Male,Delhi,Regular
500,Customer_500,49,Male,Bangalore,New
501,Customer_501,54,Female,Delhi,New
502,Customer_502,29,Female,Pune,High-Value
503,Customer_503,30,Male,Hyderabad,New
504,Customer_504,40,Male,Delhi,Regular
505,Customer_505,42,Female,Pune,New
506,Customer_506,52,Male,Delhi,Loyal
507,Customer_507,58,Female,Delhi,Loyal
508,Customer_508,47,Female,Bangalore,New
509,Customer_509,34,Male,Mumbai,Loyal
510,Customer_510,37,Male,Chennai,Loyal
511,Customer_511,42,Female,Delhi,Regular
512,Customer_512,39,Male,Delhi,High-Value
513,Customer_513,30,Female,Delhi,Loyal
514,Customer_514,36,Female,Mumbai,Loyal
515,Customer_515,53,Female,Pune,High-Value
516,Customer_516,29,Male,Hyderabad,High-Value
517,Customer_517,58,Female,Bangalore,Loyal
518,Customer_518,36,Female,Mumbai,New
519,Customer_519,29,Female,Pune,Loyal
520,Customer_520,26,Female,Delhi,New
521,Customer_521,24,Female,Pune,New
522,Customer_522,45,Female,Mumbai,New
523,Customer_523,31,Female,Mumbai,High-Value
524,Customer_524,48,Female,Mumbai,Loyal
525,Customer_525,36,Female,Hyderabad,Loyal
526,Customer_526,33,Female,Chennai,Regular
527,Customer_527,22,Female,Bangalore,High-Value
528,Customer_528,52,Male,Hyderabad,Regular
529,Customer_529,29,Female,Hyderabad,Regular
530,Customer_530,42,Female,Chennai,New
531,Customer_531,38,Female,Hyderabad,High-Value
532,Customer_532,53,Male,Mumbai,Regular
533,Customer_533,40,Female,Mumbai,Loyal
534,Customer_534,33,Male,Pune,Regular
535,Customer_535,56,Female,Delhi,High-Value
536,Customer_536,59,Female,Hyderabad,Loyal
537,Customer_537,56,Male,Delhi,Loyal
538,Customer_538,31,Female,Bangalore,Loyal
539,Customer_539,48,Male,Mumbai,New
540,Customer_540,22,Male,Pune,Loyal
541,Customer_541,52,Female,Bangalore,New
542,Customer_542,40,Female,Pune,New
543,Customer_543,46,Female,Chennai,Regular
544,Customer_544,28,Female,Mumbai,Regular
545,Customer_545,35,Male,Bangalore,Loyal
546,Customer_546,29,Male,Chennai,High-Value
547,Customer_547,26,Female,Bangalore,Loyal
548,Customer_548,27,Male,Pune,Regular
549,Customer_549,34,Male,Chennai,Loyal
550,Customer_550,55,Female,Chennai,Regular
551,Customer_551,24,Male,Mumbai,Loyal
552,Customer_552,30,Male,Delhi,High-Value
553,Customer_553,57,Female,Pune,Loyal
554,Customer_554,59,Male,Pune,High-Value
555,Customer_555,26,Female,Chennai,High-Value
556,Customer_556,44,Male,Chennai,Loyal
557,Customer_557,19,Female,Mumbai,High-Value
558,Customer_558,22,Male,Delhi,High-Value
559,Customer_559,46,Male,Pune,Regular
560,Customer_560,54,Female,Hyderabad,Regular
561,Customer_561,55,Female,Hyderabad,High-Value
562,Customer_562,36,Female,Delhi,New
563,Customer_563,25,Female,Bangalore,Loyal
564,Customer_564,18,Male,Mumbai,High-Value
565,Customer_565,39,Male,Delhi,Loyal
566,Customer_566,34,Male,Hyderabad,Regular
567,Customer_567,24,Female,Chennai,Loyal
568,Customer_568,42,Male,Hyderabad,High-Value
569,Customer_569,21,Male,Chennai,High-Value
570,Customer_570,53,Female,Mumbai,High-Value
571,Customer_571,23,Female,Chennai,High-Value
572,Customer_572,48,Male,Delhi,New
573,Customer_573,36,Female,Chennai,New
574,Customer_574,56,Male,Bangalore,New
575,Customer_575,44,Male,Delhi,High-Value
576,Customer_576,27,Female,Mumbai,New
577,Customer_577,43,Male,Delhi,Loyal
578,Customer_578,36,Female,Bangalore,High-Value
579,Customer_579,56,Female,Mumbai,Regular
580,Customer_580,20,Male,Hyderabad,High-Value
581,Customer_581,30,Male,Bangalore,Loyal
582,Customer_582,45,Male,Mumbai,New
583,Customer_583,37,Female,Chennai,High-Value
584,Customer_584,45,Male,Delhi,New
585,Customer_585,25,Female,Mumbai,High-Value
586,Customer_586,58,Female,Delhi,Loyal
587,Customer_587,56,Male,Chennai,High-Value
588,Customer_588,18,Female,Mumbai,New
589,Customer_589,20,Male,Hyderabad,New
590,Customer_590,30,Male,Bangalore,Loyal
591,Customer_591,45,Male,Mumbai,High-Value
592,Customer_592,42,Male,Chennai,Regular
593,Customer_593,50,Male,Mumbai,High-Value
594,Customer_594,55,Male,Delhi,Loyal
595,Customer_595,23,Male,Pune,Regular
596,Customer_596,49,Female,Mumbai,Loyal
597,Customer_597,38,Male,Hyderabad,High-Value
598,Customer_598,33,Female,Mumbai,Regular
599,Customer_599,38,Female,Bangalore,Loyal
600,Customer_600,28,Female,Mumbai,New
601,Customer_601,54,Male,Pune,Regular
602,Customer_602,53,Female,Delhi,Regular
603,Customer_603,52,Female,Mumbai,Loyal
604,Customer_604,36,Male,Hyderabad,New
605,Customer_605,37,Male,Chennai,Regular
606,Customer_606,35,Female,Mumbai,Loyal
607,Customer_607,58,Male,Mumbai,Regular
608,Customer_608,31,Male,Bangalore,Regular
609,Customer_609,32,Male,Hyderabad,Regular
610,Customer_610,48,Male,Pune,New
611,Customer_611,18,Female,Chennai,High-Value
612,Customer_612,20,Male,Delhi,High-Value
613,Customer_613,33,Male,Mumbai,New
614,Customer_614,40,Male,Pune,New
615,Customer_615,28,Female,Chennai,Loyal
616,Customer_616,29,Female,Delhi,Regular
617,Customer_617,27,Male,Pune,New
618,Customer_618,49,Male,Hyderabad,Loyal
619,Customer_619,33,Female,Hyderabad,High-Value
620,Customer_620,25,Male,Chennai,High-Value
621,Customer_621,55,Male,Delhi,High-Value
622,Customer_622,29,Female,Hyderabad,High-Value
